"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","Max_Speed_WS","GPS_MPH","SPS","Oil Pressure_Cal","Speed_WS","AIM_Slip_Factor","Slip Ratio","Average_Driven","WSRPM","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","Max_Speed_WS","GPS_MPH","SPS","Oil Pressure_Cal","Speed_WS","AIM_Slip_Factor","Slip Ratio","Average_Driven","WSRPM","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","psi","psi","g","g","g","#","°F","V","rpm","%","ms","deg","mbar","mbar","lambda","V","V","V","V","V","V","V","V","Hz","Hz","Hz","Hz","V","°F","°F","°F","°F","mph","#","g","g","deg","deg","deg/s","m","m","","Unit","Unit","psi","","","%","Unit","Unit","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53",

56.400,2.639,-4.640110,-49.805862,2.747977,2.683208,-2.619687,4.000000,130.295822,13.290710,6217.000000,5.200000,3.080000,43.000000,856.000000,840.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.802000,0.042000,141.000000,145.000000,145.000000,133.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.148115,11.000000,1.076438,0.096236,0.321062,27.880537,43.706043,291.000000,1.390000,329.334167,17.479979,1.393198,49.075005,27.444515,0.000000,3.882668,143.000000,0.023001,42.067301045620,-84.237447255623,291.37
56.410,2.639,-3.419414,-49.805862,2.462726,2.752316,-2.801957,4.000000,130.295822,13.290545,6226.000000,5.180000,3.078000,43.080002,856.000000,839.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.805100,0.042000,141.800003,145.100006,145.000000,132.899994,13.200000,84.379997,183.379990,68.000000,68.000000,28.160543,11.000000,1.074972,0.094897,0.324500,27.898872,43.660206,291.000000,1.391000,329.274841,17.487696,1.393198,49.191254,27.439569,0.000000,3.905109,143.449997,0.023038,42.067301989335,-84.237446431512,291.37
56.420,2.639,-5.250458,-51.026558,2.538035,2.968531,-2.411025,4.000000,130.295822,13.290380,6235.000000,5.160000,3.076000,43.160000,856.000000,838.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.808200,0.042000,142.600006,145.199997,145.000000,132.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.172970,11.000000,1.073506,0.093559,0.327938,27.917206,43.614368,291.000000,1.392000,329.215485,17.495413,1.393198,49.307503,27.434626,0.000000,3.927550,143.899994,0.023074,42.067302933050,-84.237445607402,291.37
56.430,2.640,-1.588370,-49.195511,2.717142,3.121416,-1.681728,4.000000,130.295822,13.290216,6244.000000,5.140000,3.074000,43.240002,856.000000,837.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.811300,0.042000,143.399994,145.300003,145.000000,132.699997,13.200000,84.379997,183.379990,68.000000,68.000000,28.185398,11.000000,1.072041,0.092221,0.331375,27.935541,43.568535,291.000000,1.393000,329.156128,17.503132,1.393198,49.423756,27.429680,0.000000,3.949991,144.350006,0.023110,42.067303876765,-84.237444783292,291.37
56.440,2.640,1.463370,-43.092033,2.664997,3.113848,-1.320115,4.000000,130.295822,13.290051,6253.000000,5.120000,3.072000,43.320000,856.000000,836.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.814400,0.042000,144.199997,145.399994,145.000000,132.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.197824,11.000000,1.070575,0.090882,0.334813,27.953875,43.522697,291.000000,1.394000,329.096802,17.510849,1.393198,49.540005,27.424734,0.000000,3.972432,144.800003,0.023147,42.067304820480,-84.237443959181,291.37
56.450,2.641,0.242674,-38.819595,2.638379,3.021478,-1.506572,4.000000,130.295822,13.289886,6262.000000,5.100000,3.070000,43.400002,856.000000,836.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.817500,0.042000,145.000000,145.500000,145.000000,132.500000,13.200000,84.379997,183.379990,68.000000,68.000000,28.210253,11.000000,1.069109,0.089544,0.338251,27.972210,43.476860,291.000000,1.395000,329.037476,17.518566,1.393198,49.656254,27.419788,0.000000,3.994873,145.250000,0.023183,42.067305732212,-84.237443058428,291.38
56.460,2.641,5.125458,-33.936813,2.883325,2.914624,-1.827682,4.000000,130.295822,13.289721,6272.200195,5.080000,3.070000,43.500000,856.000000,835.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.820600,0.042000,145.800003,145.600006,145.000000,132.399994,13.200000,84.379997,183.379990,68.000000,68.000000,28.222681,11.000000,1.067643,0.088206,0.341689,27.990545,43.431023,291.000000,1.396000,328.978119,17.526283,1.393198,49.772503,27.414845,0.000000,4.017314,145.699997,0.023219,42.067306622621,-84.237442106579,291.38
56.470,2.642,3.904762,-38.819595,3.080855,2.806022,-2.078179,4.000000,130.295822,13.289557,6282.399902,5.060000,3.070000,43.600002,856.000000,835.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.823700,0.042000,146.600006,145.699997,145.000000,132.300003,13.200000,84.379997,183.379990,68.000000,68.000000,28.235107,11.000000,1.066177,0.086867,0.345126,28.008879,43.385185,291.000000,1.397000,328.918762,17.534000,1.393198,49.888752,27.409899,0.000000,4.039755,146.149994,0.023256,42.067307513030,-84.237441154731,291.38
56.480,2.642,-3.419414,-50.416210,2.984203,2.756314,-2.462753,4.000000,130.295822,13.289392,6292.600098,5.040000,3.070000,43.700001,856.000000,835.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.826800,0.042000,147.399994,145.800003,145.000000,132.199997,13.200000,84.379997,183.379990,68.000000,68.000000,28.247536,11.000000,1.064711,0.085529,0.348564,28.027214,43.339352,291.000000,1.398000,328.859436,17.541719,1.393198,50.005005,27.404953,0.000000,4.062196,146.600006,0.023292,42.067308403439,-84.237440202882,291.38
56.490,2.642,-2.198718,-49.195511,2.803003,2.829717,-2.933224,4.000000,130.295822,13.289227,6302.799805,5.020000,3.070000,43.800003,856.000000,835.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.829900,0.042000,148.199997,145.899994,145.000000,132.100006,13.200000,84.379997,183.379990,68.000000,68.000000,28.259962,11.000000,1.063245,0.084190,0.352002,28.045547,43.293514,291.000000,1.399000,328.800110,17.549437,1.393198,50.121254,27.400009,0.000000,4.084637,147.050003,0.023328,42.067309293849,-84.237439251034,291.38
56.500,2.643,-6.471153,-50.416210,2.665860,2.944181,-3.087437,4.000000,130.295822,13.289063,6313.000000,5.000000,3.070000,43.900002,856.000000,835.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.833000,0.042000,149.000000,146.000000,145.000000,132.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.272390,11.000000,1.061780,0.082852,0.355440,28.063883,43.247677,291.000000,1.400000,328.740753,17.557154,1.393198,50.237503,27.395063,0.000000,4.107078,147.500000,0.023364,42.067310184258,-84.237438299185,291.38
56.510,2.643,-13.795329,-54.078297,2.510276,2.962340,-2.833196,4.000000,130.295822,13.288898,6326.799805,5.000000,3.070000,43.980000,856.000000,833.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.836400,0.042000,148.699997,146.300003,145.699997,132.300003,13.200000,84.379997,183.379990,68.000000,68.000000,28.284819,11.000000,1.054514,0.081195,0.357731,28.067320,42.972656,291.000000,1.400000,329.927551,17.564871,1.393198,50.365002,27.493963,0.000000,4.046923,147.500000,0.023351,42.067311074667,-84.237437347337,291.38
56.520,2.644,-12.574634,-54.078297,2.428630,2.896694,-2.441200,4.000000,130.295822,13.288733,6340.600098,5.000000,3.070000,44.060001,856.000000,832.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.839800,0.042000,148.399994,146.600006,146.399994,132.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.297245,11.000000,1.047249,0.079538,0.360023,28.070759,42.697636,291.000000,1.400000,331.114349,17.572588,1.393198,50.492504,27.592861,0.000000,3.986769,147.500000,0.023337,42.067311965076,-84.237436395488,291.38
56.530,2.644,-7.081501,-48.585163,2.499250,2.866800,-2.010210,4.000000,130.295822,13.288568,6354.399902,5.000000,3.070000,44.139999,856.000000,830.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.843200,0.042000,148.100006,146.899994,147.100006,132.899994,13.200000,84.379997,183.379990,68.000000,68.000000,28.309673,11.000000,1.039983,0.077881,0.362315,28.074196,42.422619,291.000000,1.400000,332.301117,17.580307,1.393198,50.620003,27.691761,0.000000,3.926615,147.500000,0.023324,42.067312855486,-84.237435443640,291.38
56.540,2.644,-2.198718,-37.598900,2.622923,2.935683,-1.576920,4.000000,130.295822,13.288404,6368.200195,5.000000,3.070000,44.220001,856.000000,829.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.846600,0.042000,147.800003,147.199997,147.800003,133.199997,13.200000,84.379997,183.379990,68.000000,68.000000,28.322100,11.000000,1.032718,0.076224,0.364607,28.077635,42.147598,291.000000,1.400000,333.487915,17.588024,1.393198,50.747505,27.790661,0.000000,3.866461,147.500000,0.023310,42.067313745895,-84.237434491792,291.39
56.550,2.645,0.242674,-36.988552,2.744044,3.037560,-1.510236,4.000000,130.295822,13.288239,6382.000000,5.000000,3.070000,44.299999,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.850000,0.042000,147.500000,147.500000,148.500000,133.500000,13.200000,84.379997,183.379990,68.000000,68.000000,28.334528,11.000000,1.025452,0.074567,0.366899,28.081072,41.872578,291.000000,1.400000,334.674713,17.595741,1.393198,50.875004,27.889561,0.000000,3.806306,147.500000,0.023296,42.067314636304,-84.237433539943,291.39
56.560,2.645,-2.198718,-44.923077,2.824852,3.038846,-2.027430,4.000000,130.295822,13.288074,6375.600098,4.980000,3.070000,44.279999,856.000000,828.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.853400,0.042000,147.199997,147.800003,149.199997,133.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.346956,11.000000,1.018187,0.072910,0.369191,28.084509,41.597557,291.000000,1.400000,335.861511,17.603458,1.393198,51.002502,27.988459,0.000000,3.746152,147.500000,0.023283,42.067315526713,-84.237432588095,291.39
56.570,2.646,-8.912545,-48.585163,2.809523,2.950330,-2.626385,4.000000,130.295822,13.287909,6369.200195,4.960000,3.070000,44.259998,856.000000,829.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.856800,0.042000,146.899994,148.100006,149.899994,134.100006,13.200000,84.379997,183.379990,68.000000,68.000000,28.359383,11.000000,1.010921,0.071253,0.371482,28.087948,41.322536,291.000000,1.400000,337.048309,17.611176,1.393198,51.130005,28.087358,0.000000,3.685998,147.500000,0.023269,42.067316411407,-84.237431625488,291.39
56.580,2.646,-5.250458,-49.805862,2.760415,2.932519,-2.712808,4.000000,130.295822,13.287745,6362.799805,4.940000,3.070000,44.240002,856.000000,829.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.860200,0.042000,146.600006,148.399994,150.600006,134.399994,13.200000,84.379997,183.379990,68.000000,68.000000,28.371811,11.000000,1.003656,0.069596,0.373774,28.091385,41.047520,291.000000,1.400000,338.235077,17.618895,1.393198,51.257504,28.186258,0.000000,3.625844,147.500000,0.023256,42.067317244666,-84.237430566058,291.39
56.590,2.647,1.463370,-46.143772,2.660526,3.012285,-2.363511,4.000000,130.295822,13.287580,6356.399902,4.920000,3.070000,44.220001,856.000000,830.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.863600,0.042000,146.300003,148.699997,151.300003,134.699997,13.200000,84.379997,183.379990,68.000000,68.000000,28.384237,11.000000,0.996390,0.067939,0.376066,28.094824,40.772499,291.000000,1.400000,339.421875,17.626612,1.393198,51.385006,28.285156,0.000000,3.565690,147.500000,0.023242,42.067318077926,-84.237429506627,291.39
56.600,2.647,0.242674,-50.416210,2.431829,3.098502,-1.933270,4.000000,130.295822,13.287415,6350.000000,4.900000,3.070000,44.200001,856.000000,831.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.867000,0.042000,146.000000,149.000000,152.000000,135.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.396666,11.000000,0.989125,0.066282,0.378358,28.098261,40.497478,291.000000,1.400000,340.608673,17.634329,1.393198,51.512505,28.384056,0.000000,3.505535,147.500000,0.023228,42.067318911185,-84.237428447197,291.39
56.610,2.647,-1.588370,-49.195511,2.316263,3.169932,-1.506307,4.100000,130.295822,13.287250,6339.000000,4.860000,3.068000,44.100002,856.000000,831.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.864100,0.042000,145.500000,148.899994,151.699997,135.199997,13.200000,84.379997,183.379990,68.000000,68.000000,28.409092,11.000000,0.975231,0.063414,0.380077,28.090240,39.949730,291.000000,1.400000,340.489990,17.642046,1.393198,51.403755,28.374166,0.000000,3.439129,147.199997,0.023194,42.067319744444,-84.237427387767,291.40
56.620,2.648,-1.588370,-44.312729,2.525215,3.160340,-1.149506,4.200000,130.295822,13.287085,6328.000000,4.820000,3.066000,44.000000,856.000000,832.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.861200,0.042000,145.000000,148.800003,151.399994,135.399994,13.200000,84.379997,183.379990,68.000000,68.000000,28.421520,11.000000,0.961338,0.060546,0.381796,28.082218,39.401985,291.000000,1.400000,340.371307,17.649763,1.393198,51.295006,28.364277,0.000000,3.372723,146.899994,0.023160,42.067320577703,-84.237426328336,291.40
56.630,2.648,2.073718,-46.143772,2.785715,2.995080,-1.108230,4.300000,130.295822,13.286921,6317.000000,4.780000,3.064000,43.900002,856.000000,832.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.858300,0.042000,144.500000,148.699997,151.100006,135.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.433949,11.000000,0.947444,0.057678,0.383514,28.074196,38.854237,291.000000,1.400000,340.252625,17.657480,1.393198,51.186253,28.354385,0.000000,3.306317,146.600006,0.023126,42.067321410962,-84.237425268906,291.40
56.640,2.649,2.684066,-44.312729,2.912362,2.834025,-1.423841,4.400000,130.295822,13.286756,6306.000000,4.740000,3.062000,43.799999,856.000000,833.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.855400,0.042000,144.000000,148.600006,150.800003,135.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.446375,11.000000,0.933550,0.054810,0.385233,28.066175,38.306488,291.000000,1.400000,340.133942,17.665197,1.393198,51.077503,28.344496,0.000000,3.239911,146.300003,0.023091,42.067322244221,-84.237424209476,291.40
56.650,2.649,0.242674,-46.143772,3.114893,2.844761,-1.830427,4.500000,130.295822,13.286591,6295.000000,4.700000,3.060000,43.700001,856.000000,834.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.852500,0.042000,143.500000,148.500000,150.500000,136.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.458801,11.000000,0.919657,0.051942,0.386952,28.058155,37.758743,291.000000,1.400000,340.015259,17.672916,1.393198,50.968754,28.334606,0.000000,3.173505,146.000000,0.023057,42.067323077480,-84.237423150046,291.40
56.660,2.649,-3.419414,-49.805862,3.330661,2.892918,-2.204688,4.600000,130.295822,13.286426,6298.799805,4.520000,3.052000,43.600002,856.000000,832.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.849600,0.042000,143.000000,148.399994,150.199997,136.199997,13.200000,84.379997,183.379990,68.000000,68.000000,28.471230,11.000000,0.905763,0.049074,0.388671,28.050133,37.210995,291.000000,1.400000,339.896606,17.680634,1.393198,50.860004,28.324717,0.000000,3.107099,145.699997,0.023023,42.067323910740,-84.237422090615,291.40
56.670,2.650,-4.640110,-52.857601,3.185847,2.854074,-2.631172,4.700000,130.295822,13.286261,6302.600098,4.340000,3.044000,43.500000,856.000000,831.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.846700,0.042000,142.500000,148.300003,149.899994,136.399994,13.200000,84.379997,183.379990,68.000000,68.000000,28.483658,11.000000,0.891869,0.046206,0.390390,28.042110,36.663246,291.000000,1.400000,339.777924,17.688351,1.393198,50.751255,28.314827,0.000000,3.040693,145.399994,0.022988,42.067324743999,-84.237421031185,291.41
56.680,2.650,-2.809066,-51.636906,2.779289,2.882715,-2.954372,4.800000,130.295822,13.286097,6306.399902,4.160000,3.036000,43.400002,856.000000,830.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.843800,0.042000,142.000000,148.199997,149.600006,136.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.496084,11.000000,0.877976,0.043338,0.392109,28.034090,36.115498,291.000000,1.400000,339.659241,17.696068,1.393198,50.642502,28.304935,0.000000,2.974287,145.100006,0.022954,42.067325577258,-84.237419971755,291.41
56.690,2.651,-6.471153,-47.974815,2.558213,3.040778,-2.826307,4.900000,130.295822,13.285932,6310.200195,3.980000,3.028000,43.299999,856.000000,829.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.840900,0.042000,141.500000,148.100006,149.300003,136.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.508511,11.000000,0.864082,0.040470,0.393828,28.026070,35.567753,291.000000,1.400000,339.540558,17.703785,1.393198,50.533752,28.295046,0.000000,2.907881,144.800003,0.022920,42.067326410517,-84.237418912324,291.41
56.700,2.651,-7.081501,-50.416210,2.514575,3.108598,-2.284660,5.000000,130.295822,13.285767,6314.000000,3.800000,3.020000,43.200001,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.838000,0.042000,141.000000,148.000000,149.000000,137.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.520939,11.000000,0.850189,0.037602,0.395547,28.018047,35.020004,291.000000,1.400000,339.421875,17.711502,1.393198,50.425003,28.285156,0.000000,2.841475,144.500000,0.022886,42.067327206533,-84.237417794615,291.41
56.710,2.652,-2.198718,-44.923077,2.446490,3.008580,-1.808301,5.000000,130.295822,13.285602,6309.200195,3.780000,3.020000,42.900002,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.841700,0.042000,141.000000,148.100006,148.600006,136.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.514725,11.000000,0.828265,0.031739,0.396692,28.000858,34.107857,291.000000,1.400000,338.709808,17.707644,1.393198,50.563755,28.225817,0.000000,2.737628,144.550003,0.022890,42.067327977721,-84.237416638052,291.41
56.720,2.652,-2.198718,-40.040291,2.576937,2.923700,-1.698542,5.000000,130.295822,13.285437,6304.399902,3.760000,3.020000,42.600002,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.845400,0.042000,141.000000,148.199997,148.199997,136.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.508511,11.000000,0.806341,0.025875,0.397838,27.983669,33.195705,291.000000,1.400000,337.997742,17.703785,1.393198,50.702503,28.166477,0.000000,2.633782,144.600006,0.022895,42.067328748908,-84.237415481490,291.42
56.730,2.652,-3.419414,-38.819595,3.004895,2.913724,-1.805398,5.000000,130.295822,13.285273,6299.600098,3.740000,3.020000,42.299999,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.849100,0.042000,141.000000,148.300003,147.800003,136.399994,13.200000,84.379997,183.379990,68.000000,68.000000,28.502298,11.000000,0.784417,0.020012,0.398984,27.966480,32.283558,291.000000,1.400000,337.285645,17.699926,1.393198,50.841255,28.107138,0.000000,2.529935,144.649994,0.022900,42.067329520096,-84.237414324928,291.42
56.740,2.653,-3.419414,-38.819595,3.284381,2.907705,-1.992301,5.000000,130.295822,13.285108,6294.799805,3.720000,3.020000,42.000000,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.852800,0.042000,141.000000,148.399994,147.399994,136.199997,13.200000,84.379997,183.379990,68.000000,68.000000,28.496084,11.000000,0.762493,0.014149,0.400130,27.949291,31.371408,291.000000,1.400000,336.573578,17.696068,1.393198,50.980003,28.047798,0.000000,2.426089,144.699997,0.022904,42.067330291283,-84.237413168365,291.42
56.750,2.653,-2.809066,-44.923077,3.185915,2.956656,-2.367555,5.000000,130.295822,13.284943,6290.000000,3.700000,3.020000,41.700001,856.000000,828.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.856500,0.042000,141.000000,148.500000,147.000000,136.000000,13.200000,84.379997,183.379990,68.000000,68.000000,28.489870,11.000000,0.740569,0.008285,0.401276,27.932102,30.459259,291.000000,1.400000,335.861511,17.692207,1.393198,51.118755,27.988459,0.000000,2.322242,144.750000,0.022909,42.067331062471,-84.237412011803,291.42
56.760,2.654,2.684066,-46.143772,2.983223,3.075642,-2.830513,5.000000,130.295822,13.284778,6296.600098,3.680000,3.016000,41.619999,856.000000,827.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.860200,0.042000,141.000000,148.600006,146.600006,135.800003,13.200000,84.379997,183.379990,68.000000,68.000000,28.483656,11.000000,0.718645,0.002422,0.402422,27.914915,29.547112,291.000000,1.400000,335.149445,17.688349,1.393198,51.257507,27.929119,0.000000,2.218396,144.800003,0.022914,42.067331833659,-84.237410855240,291.42
56.770,2.654,-0.978022,-48.585163,2.808254,3.105084,-2.985296,5.000000,130.295822,13.284613,6303.200195,3.660000,3.012000,41.540001,856.000000,827.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.863900,0.042000,141.000000,148.699997,146.199997,135.600006,13.200000,84.379997,183.379990,68.000000,68.000000,28.477442,11.000000,0.696721,-0.003441,0.403568,27.897726,28.634962,291.000000,1.400000,334.437378,17.684490,1.393198,51.396255,27.869780,0.000000,2.114549,144.850006,0.022918,42.067332604846,-84.237409698678,291.42
